"date","month","year","event","championship","decision","decision_group","round","time","p1_result","p1_id","p1_name","p1_country","p1_sex","p2_result","p2_id","p2_name","p2_country","p2_sex","wtClass"
"5/13/17",5,2017,"ACB 60: Agujev vs. Devent",FALSE,"Submission (Guillotine)","Submission","2","00:44:00","L",4693786,"Abdulkadirov, Ahmed","UKR","M","W",4193694,"Klein, Ludovit","SVK","M","Featherweight"
"7/28/19",7,2019,"Rizin FF: Rizin Fighting Federation 17",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",4413558,"Abdulkhalikov, Ali","RUS","M","W",2488371,"Kawajiri, Tatsuya","JPN","M","Lightweight"
"3/26/17",3,2017,"ProFC 62: Lightweight Grand Prix Finals",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4413558,"Abdulkhalikov, Ali","RUS","M","L",3022308,"Landu, Yves","FRA","M","Lightweight"
"4/10/15",4,2015,"M-1 Global: M-1 Challenge 56",FALSE,"KO/TKO","KO/TKO","1","00:34:00","W",4413558,"Abdulkhalikov, Ali","RUS","M","L",4411888,"Alvarez, Joel","ESP","M","Lightweight"
"4/5/19",4,2019,"GGC 3: Gladius Glory Championship 3",FALSE,"Submission (Rear Naked Choke)","Submission","3","02:58:00","L",5109221,"Abdullabekov, Malik","RUS","M","W",5108094,"Murodov, Samandar","RUS","M","Welterweight"
"11/16/18",11,2018,"WLF: W.A.R.S. 29",FALSE,"KO/TKO","KO/TKO","2","02:16:00","W",4712498,"Abdullaev, Gadzhimurad","RUS","M","L",4712722,"Barbosa, Alisson","BRA","M","Middleweight"
"10/29/21",10,2021,"UAE Warriors 24",FALSE,"KO/TKO","KO/TKO","1","00:45:00","W",4394753,"Abdullaev, Tahir","AZE","M","L",3893354,"Skibinski, Daniel","POL","M","Welterweight"
"3/30/18",3,2018,"M-1 Challenge 90: Kunchenko vs. Butenko",FALSE,"Submission (Arm Triangle)","Submission","2","01:21:00","L",4394753,"Abdullaev, Tahir","AZE","M","W",4394752,"Bogatov, Roman","RUS","M","Welterweight"
"6/24/22",6,2022,"Bellator 282: Mousasi vs. Eblen",FALSE,"KO/TKO","KO/TKO","1","02:28:00","L",3115941,"Abdullah, Muhammed","USA","M","W",3094512,"Tokov, Anatoly","RUS","M","Middleweight"
"2/5/22",2,2022,"Total Warrior Combat: Unfinished Business",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3115941,"Abdullah, Muhammed","USA","M","L",4565611,"Lozano, Erick","USA","M","Middleweight"
"11/9/18",11,2018,"WXC 74: Allegiance",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3115941,"Abdullah, Muhammed","USA","M","W",2517121,"Homasi, Sabah","USA","M","Middleweight"
"4/14/18",4,2018,"VFC 60: Victory Fighting Championship 60",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3115941,"Abdullah, Muhammed","USA","M","L",2555299,"Troyer, John","USA","M","Middleweight"
"2/17/18",2,2018,"WXC 71: Night of Champions 10",TRUE,"Submission","Submission","3","03:58:00","L",3115941,"Abdullah, Muhammed","USA","M","W",4029284,"Townsend, Dequan","USA","M","Heavyweight"
"8/25/17",8,2017,"DCS 11: Dual Combat Sports 11 - Motor City Caged Combat",TRUE,"Decision - Unanimous","Decision","5","05:00:00","W",3115941,"Abdullah, Muhammed","USA","M","L",4712330,"Gidron, Robert","USA","M","Middleweight"
"8/12/17",8,2017,"Colosseum Combat: Colosseum Combat 40",TRUE,"No Contest","Unkown/Other","1","04:32:00","D",3115941,"Abdullah, Muhammed","USA","M","D",3094227,"Smetana, Keith","USA","M","Middleweight"
"11/18/16",11,2016,"XCC 26: Williams vs. Abdullah",TRUE,"Submission (Armbar)","Submission","2","01:50:00","L",3115941,"Abdullah, Muhammed","USA","M","W",2500002,"Williams, Tim","USA","M","Middleweight"
"9/10/16",9,2016,"Triple X Cagefighting: Legends 8",FALSE,"Decision - Split","Decision","5","05:00:00","W",3115941,"Abdullah, Muhammed","USA","M","L",2500731,"Milliard, Gregory","POL","M","Middleweight"
"1/8/16",1,2016,"AAMMA 45: Absolute Action MMA",FALSE,"KO/TKO","KO/TKO","2","02:53:00","W",3115941,"Abdullah, Muhammed","USA","M","L",2559756,"Thorpe, Joshua","NOR","M","Heavyweight"
"11/14/15",11,2015,"HFC 26: Hoosier Fight Club 26",FALSE,"Submission (Toe Hold)","Submission","3","02:10:00","L",3115941,"Abdullah, Muhammed","USA","M","W",3099614,"Kraus, Nick","UKR","M","Middleweight"
"5/30/15",5,2015,"Turf Wars: Turf Wars 25",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3115941,"Abdullah, Muhammed","USA","M","L",4870265,"Bell, Steven","USA","M","Middleweight"
"5/9/15",5,2015,"CC: Colosseum Combat 32",FALSE,"KO/TKO","KO/TKO","2","04:25:00","W",3115941,"Abdullah, Muhammed","USA","M","L",5074532,"Sprinkle, Chris","USA","M","Middleweight"
"4/4/14",4,2014,"Legacy FC 30: Holm vs. Werner",FALSE,"DQ","DQ","3","01:30:00","W",3115941,"Abdullah, Muhammed","USA","M","L",2556272,"Lester, Frank","USA","M","Middleweight"
"3/15/14",3,2014,"Gladiators: The North Shore's Rise to Power 4",FALSE,"Submission (Guillotine)","Submission","2","00:56:00","L",3115941,"Abdullah, Muhammed","USA","M","W",3115938,"Dempsey, Chris","USA","M","Middleweight"
"10/19/13",10,2013,"AAMMA 35: Absolute Action",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3115941,"Abdullah, Muhammed","USA","M","L",5074547,"Poe, Billy","UKR","M","Middleweight"
"8/15/13",8,2013,"Alpha One Sports: IT Fight Series 21",FALSE,"KO/TKO","KO/TKO","1","04:37:00","W",3115941,"Abdullah, Muhammed","USA","M","L",5074587,"McCavit, Tim","USA","M","Middleweight"
"4/6/13",4,2013,"Rocktagon MMA: Elite Series 25",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3115941,"Abdullah, Muhammed","USA","M","L",3031552,"Bailey, Jared","ITA","M","Middleweight"
"9/8/18",9,2018,"ACB 89: Krasnodar",TRUE,"Decision - Majority","Decision","5","05:00:00","L",4289499,"Abdulvakhabov, Abdul-Aziz","RUS","M","W",2966182,"Bagov, Ali","RUS","M","Lightweight"
"12/23/17",12,2017,"ACB 77: Abdulvakhabov vs. Vartanyan",TRUE,"Decision - Split","Decision","5","05:00:00","W",4289499,"Abdulvakhabov, Abdul-Aziz","RUS","M","L",4289500,"Vartanyan, Eduard","RUS","M","Lightweight"
"10/22/16",10,2016,"ACB 48: Revenge",TRUE,"KO/TKO","KO/TKO","1","05:00:00","W",4289499,"Abdulvakhabov, Abdul-Aziz","RUS","M","L",2966182,"Bagov, Ali","RUS","M","Lightweight"
"3/26/16",3,2016,"ACB 32: Battle of Lions",TRUE,"KO/TKO","KO/TKO","1","02:53:00","W",4289499,"Abdulvakhabov, Abdul-Aziz","RUS","M","L",4289500,"Vartanyan, Eduard","RUS","M","Lightweight"
"9/12/15",9,2015,"ACB 22: St. Petersburg",FALSE,"TKO (Doctor Stoppage)","KO/TKO","1","04:47:00","W",4289499,"Abdulvakhabov, Abdul-Aziz","RUS","M","L",3084455,"Usmanov, Zulfikar","USA","M","Lightweight"
"6/22/14",6,2014,"Absolute Championship Berkut: Grand Prix Berkut 9",FALSE,"KO","KO/TKO","3","03:36:00","W",4289499,"Abdulvakhabov, Abdul-Aziz","RUS","M","L",2966182,"Bagov, Ali","RUS","M","Lightweight"
"4/6/14",4,2014,"Absolute Championship Berkut: Grand Prix Berkut 5",FALSE,"Decision - Unanimous","Decision","2","05:00:00","W",4289499,"Abdulvakhabov, Abdul-Aziz","RUS","M","L",4280465,"Makoev, Islam","RUS","M","Lightweight"
"4/27/19",4,2019,"ACA 95: Moscow",TRUE,"Submission (Anaconda Choke)","Submission","1","02:48:00","W",4415088,"Abdurahmanov, Salamu","RUS","M","L",2500663,"Cooper, Brett","USA","M","Middleweight"
"11/14/14",11,2014,"ACB 11: Vol. 1",FALSE,"TKO (Retirement)","KO/TKO","2","03:57:00","W",4415088,"Abdurahmanov, Salamu","RUS","M","L",4415081,"Kichigin, Georgy","SWE","M","Middleweight"
"1/21/23",1,2023,"UFC 283: Teixeira vs. Hill",FALSE,"KO/TKO","KO/TKO","2","02:56:00","L",2558062,"Abdurakhimov, Shamil","RUS","M","W",4873640,"Almeida, Jailton","BRA","M","Heavyweight"
"3/19/22",3,2022,"UFC Fight Night: Volkov vs. Aspinall",FALSE,"KO/TKO","KO/TKO","1","04:03:00","L",2558062,"Abdurakhimov, Shamil","RUS","M","W",4217395,"Pavlovich, Sergei","RUS","M","Heavyweight"
"9/25/21",9,2021,"UFC 266: Volkanovski vs. Ortega",FALSE,"KO/TKO","KO/TKO","2","01:23:00","L",2558062,"Abdurakhimov, Shamil","RUS","M","W",4341598,"Daukaus, Chris","JPN","M","Heavyweight"
"9/7/19",9,2019,"UFC 242: Khabib vs. Poirier",FALSE,"KO/TKO","KO/TKO","2","02:22:00","L",2558062,"Abdurakhimov, Shamil","RUS","M","W",3922557,"Blaydes, Curtis","USA","M","Heavyweight"
"4/20/19",4,2019,"UFC Fight Night: Overeem vs. Oleinik",FALSE,"KO/TKO","KO/TKO","2","03:15:00","W",2558062,"Abdurakhimov, Shamil","RUS","M","L",3093559,"Tybura, Marcin","POL","M","Heavyweight"
"9/15/18",9,2018,"UFC Fight Night: Hunt vs. Oleinik",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",2558062,"Abdurakhimov, Shamil","RUS","M","L",2354269,"Arlovski, Andrei","BLR","M","Heavyweight"
"11/25/17",11,2017,"UFC Fight Night: Bisping vs. Gastelum",FALSE,"KO/TKO","KO/TKO","1","01:24:00","W",2558062,"Abdurakhimov, Shamil","RUS","M","L",3952937,"Sherman, Chase","USA","M","Heavyweight"
"12/9/16",12,2016,"UFC Fight Night: Lewis vs. Abdurakhimov",FALSE,"KO/TKO","KO/TKO","4","03:42:00","L",2558062,"Abdurakhimov, Shamil","RUS","M","W",2560713,"Lewis, Derrick","USA","M","Heavyweight"
"10/1/16",10,2016,"UFC Fight Night: Lineker vs. Dodson",FALSE,"Decision - Split","Decision","3","05:00:00","W",2558062,"Abdurakhimov, Shamil","RUS","M","L",3023815,"Harris, Walt","USA","M","Heavyweight"
"2/21/16",2,2016,"UFC Fight Night: Cerrone vs. Oliveira",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",2558062,"Abdurakhimov, Shamil","RUS","M","L",3058475,"Hamilton, Anthony","USA","M","Heavyweight"
"4/4/15",4,2015,"UFC Fight Night: Mendes vs. Lamas",FALSE,"KO/TKO","KO/TKO","1","04:57:00","L",2558062,"Abdurakhimov, Shamil","RUS","M","W",3165523,"Johnson, Tim","USA","M","Heavyweight"
"6/7/14",6,2014,"M-1 Challenge 49: Battle in the Mountains",FALSE,"Decision","Decision","3","05:00:00","W",2558062,"Abdurakhimov, Shamil","RUS","M","L",2560797,"Garner, Kenny","USA","M","Heavyweight"
"10/4/13",10,2013,"Tech-Krep Fighting Champ.: Southern Front 2",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",2558062,"Abdurakhimov, Shamil","RUS","M","L",2335731,"Grove, Neil","ENG","M","Heavyweight"
"12/19/09",12,2009,"ProFC: Union Nation Cup 4",FALSE,"Decision - Unanimous","Decision","2","05:00:00","W",2558062,"Abdurakhimov, Shamil","RUS","M","L",2967031,"Agaev, Baga","RUS","M","Heavyweight"
"11/27/09",11,2009,"IAFC : Mayor's Cup 2009",FALSE,"Unanimous Decision","Decision","3","03:00:00","L",2558062,"Abdurakhimov, Shamil","RUS","M","W",4710380,"Santos, Thiago","BRA","M","Heavyweight"
"12/15/18",12,2018,"M-1 Challenge 100: Battle in Atyrau",FALSE,"KO/TKO","KO/TKO","3","00:10:00","W",4915458,"Abdurakhmanov, Murad","RUS","M","L",4685997,"Bell, Brandon","USA","M","Heavyweight"
"10/26/18",10,2018,"ONE Championship 82: Pursuit of Greatness",FALSE,"KO","KO/TKO","1","00:33:00","L",4046608,"Abe, Daichi","JPN","M","W",2559764,"Santos, Luis","BRA","M","Welterweight"
"6/23/18",6,2018,"UFC Fight Night: Cowboy vs. Edwards",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",4046608,"Abe, Daichi","JPN","M","W",3095328,"Jingliang, Li","CHN","M","Welterweight"
"2/10/18",2,2018,"UFC 221: Romero vs. Rockhold",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",4046608,"Abe, Daichi","JPN","M","W",3089911,"Jumeau, Luke","NZL","M","Welterweight"
"9/22/17",9,2017,"UFC Fight Night: Saint Preux vs. Okami",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4046608,"Abe, Daichi","JPN","M","L",2500684,"Lim, Hyun Gyu","KOR","M","Welterweight"
"7/2/17",7,2017,"Pancrase: 288",TRUE,"TKO","KO/TKO","2","00:26:00","W",4046608,"Abe, Daichi","JPN","M","L",2486931,"Miura, Hiromitsu","JPN","M","Welterweight"
"11/13/16",11,2016,"Pancrase: 282",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4046608,"Abe, Daichi","JPN","M","L",2509766,"Takagi, Kenta","JPN","M","Welterweight"
"9/11/16",9,2016,"Pancrase: 280",FALSE,"KO","KO/TKO","1","02:08:00","W",4046608,"Abe, Daichi","JPN","M","L",2554813,"Nakamura, Yuta","JPN","M","Welterweight"
"11/1/15",11,2015,"Pancrase: 271",TRUE,"Decision - Split","Decision","5","05:00:00","L",2499298,"Abe, Hiroyuki","JPN","M","W",2951534,"Sunabe, Mitsuhisa","JPN","M","Flyweight"
"12/3/11",12,2011,"Pancrase: Impressive Tour 13",FALSE,"TKO","KO/TKO","3","04:10:00","L",2499298,"Abe, Hiroyuki","JPN","M","W",2951534,"Sunabe, Mitsuhisa","JPN","M","Flyweight"
"11/28/09",11,2009,"Bushido FC: Legends",FALSE,"Decision - Unanimous","Decision","2","05:00:00","L",2499298,"Abe, Hiroyuki","JPN","M","W",3084471,"Damkovsky, Artiom","BLR","M","Lightweight"
"4/22/06",4,2006,"Cage Rage 16: Critical Condition",FALSE,"Unanimous Decision","Decision","3","05:00:00","L",2499298,"Abe, Hiroyuki","JPN","M","W",2504174,"Pickett, Brad","ENG","M","Catchweight"
"5/7/05",5,2005,"KOTC: Mortal Sins",TRUE,"TKO (Cut)","KO/TKO","3","02:37:00","L",2499298,"Abe, Hiroyuki","JPN","M","W",2335682,"Faber, Urijah","USA","M","Bantamweight"
"7/19/04",7,2004,"PRIDE: Bushido 4",FALSE,"Submission","Submission","1","02:52:00","L",2499298,"Abe, Hiroyuki","JPN","M","W",2516136,"Firmino, Luiz","BRA","M","Lightweight"
"11/15/02",11,2002,"Shooto: Treasure Hunt 11",FALSE,"Decision - Unanimous","Decision","2","05:00:00","L",2951001,"Abe, Masatoshi","JPN","M","W",2613316,"Urushitani, Yasuhiro","JPN","M","Flyweight"
"7/31/20",7,2020,"ONE Championship: No Surrender",FALSE,"Submission (Rear Naked Choke)","Submission","2","01:11:00","L",3892477,"Abelardo, Mark","NZL","M","W",5074252,"Andrade, Fabricio","JPN","M","Featherweight"
"2/28/20",2,2020,"ONE Championship: King of the Jungle",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3892477,"Abelardo, Mark","NZL","M","W",4801520,"Worthen, Troy","USA","M","Featherweight"
"10/11/18",10,2018,"ONE Championship: ONE Warrior Series 3",FALSE,"TKO (Doctor Stoppage)","KO/TKO","1","05:00:00","W",3892477,"Abelardo, Mark","NZL","M","L",4801479,"Zoltsetseg, Shinechagtga","USA","M","Lightweight"
"3/11/18",3,2018,"KLF: Kunlun Fight 70",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",3892477,"Abelardo, Mark","NZL","M","L",4894925,"Yi, Zha","CHN","M","Featherweight"
"11/18/16",11,2016,"PXC 55: Aguon vs. Jones",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3892477,"Abelardo, Mark","NZL","M","W",4611298,"Loman, Stephen","PHI","M","Bantamweight"
"8/7/15",8,2015,"PXC: Pacific Xtreme Combat 49",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",3892477,"Abelardo, Mark","NZL","M","W",4012408,"Jones, Trevin","GUM","M","Bantamweight"
"5/21/11",5,2011,"BFC: Bellator Fighting Championships 45",FALSE,"Submission (Rear Naked Choke)","Submission","1","01:11:00","W",2559790,"Abercrombie, Joseph","ARM","M","L",2559791,"Parpart, Ben","POL","M","Featherweight"
"3/14/09",3,2009,"FF 25: Fight Festival 25",FALSE,"TKO","KO/TKO","1","02:30:00","L",2970372,"Abin, Alexandre","ARM","M","W",2615260,"Kuivanen, Anton","FIN","M","Lightweight"
"12/22/17",12,2017,"Fighting with the Stars: Bloed, Zweet & Tranen 3",FALSE,"TKO","KO/TKO","1","00:00:00","L",4410532,"Aboeli, Marvin","PHI","M","W",4410084,"Rozenstruik, Jairzinho","SUR","M","Heavyweight"
"12/2/17",12,2017,"King of Kings: KOK World Grand Prix 2017 in Riga",FALSE,"Submission (Choke)","Submission","2","00:07:00","L",4410532,"Aboeli, Marvin","PHI","M","W",4921188,"Mezhiev, Hasan","RUS","M","Heavyweight"
"11/4/17",11,2017,"Bushido Lithuania: MMA Bushido 72",FALSE,"KO/TKO","KO/TKO","2","03:35:00","L",4410532,"Aboeli, Marvin","PHI","M","W",3955016,"Aukstuolis, Teodoras","LTU","M","Heavyweight"
"1/19/08",1,2008,"TFA 9: Total Fighting Alliance 9",FALSE,"TKO","KO/TKO","3","01:12:00","L",2977005,"Abrams, Neal","AUS","M","W",2502364,"Green, Bobby","USA","M","Lightweight"
"12/11/21",12,2021,"CW 132: Cage Warriors 132",FALSE,"KO/TKO","KO/TKO","1","00:38:00","L",4909334,"Abreu, Carlos","BRA","M","W",4083012,"Wooding, Dominique","ENG","M","Bantamweight"
"12/18/16",12,2016,"Shooto Brasil: Shooto Brasil 68",FALSE,"KO","KO/TKO","1","02:34:00","L",4909334,"Abreu, Carlos","BRA","M","W",3028868,"Silvan, Maycon","BRA","M","Bantamweight"
"6/24/22",6,2022,"2022 PFL Regular Season: Featherweights & Heavyweights",FALSE,"No Contest","Unkown/Other","3","05:00:00","D",4347303,"Abreu, Klidson","BRA","M","D",4408708,"Ferreira, Renan","BRA","M","Heavyweight"
"4/28/22",4,2022,"2022 PFL Regular Season: Featherweights & Heavyweights",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4347303,"Abreu, Klidson","BRA","M","L",4399208,"Keresh, Adam","ISR","M","Heavyweight"
"6/25/21",6,2021,"PFL Regular Season: Heavyweights & Women's Lightweights",FALSE,"KO/TKO","KO/TKO","1","01:43:00","L",4347303,"Abreu, Klidson","BRA","M","W",3152189,"Jones, Jamelle","USA","M","Heavyweight"
"5/30/20",5,2020,"UFC Fight Night: Woodley vs. Burns",FALSE,"No Contest","Unkown/Other","1","01:51:00","D",4347303,"Abreu, Klidson","BRA","M","D",4425355,"Hill, Jamahal","USA","M","Heavyweight"
"11/9/19",11,2019,"UFC Fight Night: Zabit vs. Kattar",FALSE,"Decision - Split","Decision","3","05:00:00","L",4347303,"Abreu, Klidson","BRA","M","W",3955238,"Gamzatov, Shamil","RUS","M","Heavyweight"
"7/20/19",7,2019,"UFC Fight Night: Dos Anjos vs. Edwards",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4347303,"Abreu, Klidson","BRA","M","L",2559758,"Alvey, Sam","USA","M","Heavyweight"
"2/23/19",2,2019,"UFC Fight Night: Blachowicz vs. Santos",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",4347303,"Abreu, Klidson","BRA","M","W",4273399,"Ankalaev, Magomed","RUS","M","Heavyweight"
"11/17/18",11,2018,"M-1 Challenge 99: Battle Of Narts",FALSE,"Submission (Straight Armbar)","Submission","2","03:16:00","W",4347303,"Abreu, Klidson","BRA","M","L",4290960,"Vyazigin, Anton","RUS","M","Heavyweight"
"7/9/18",7,2018,"RCC 3: Russian Cagefighting Championship 3",FALSE,"Submission (Rear Naked Choke)","Submission","2","01:02:00","W",4347303,"Abreu, Klidson","BRA","M","L",2557937,"Nemkov, Viktor","RUS","M","Heavyweight"
"8/12/17",8,2017,"Brave CF 8",TRUE,"Submission (Armbar)","Submission","2","04:01:00","W",4347303,"Abreu, Klidson","BRA","M","L",4413620,"Feucht, Timo","GER","M","Heavyweight"
"9/3/16",9,2016,"JF: Jungle Fight 90",FALSE,"TKO (Doctor Stoppage)","KO/TKO","3","01:58:00","W",4347303,"Abreu, Klidson","BRA","M","L",4379279,"Silva De Oliveira, Leonardo","BRA","M","Heavyweight"
"5/21/16",5,2016,"JF: Jungle Fight 87",TRUE,"TKO (Punches)","KO/TKO","3","03:08:00","L",4347303,"Abreu, Klidson","BRA","M","W",3949930,"Cappelozza, Bruno","BRA","M","Heavyweight"
"10/10/15",10,2015,"Samurai FC 12: Hearts on Fire",TRUE,"Submission (Rear Naked Choke)","Submission","2","03:10:00","W",4347303,"Abreu, Klidson","BRA","M","L",3146944,"Walker, Johnny","BRA","M","Heavyweight"
"6/8/13",6,2013,"MFC: Mr. Fighter Combat",FALSE,"Submission (Rear Naked Choke)","Submission","2","04:10:00","W",4347303,"Abreu, Klidson","BRA","M","L",3093560,"Junius, Alex","BRA","M","Heavyweight"
"11/10/12",11,2012,"BC: Beltrao Combat 2",FALSE,"Submission (Rear Naked Choke)","Submission","1","00:46:00","W",4347303,"Abreu, Klidson","BRA","M","L",3110833,"Scheffel, Matheus","BRA","M","Heavyweight"
"6/6/15",6,2015,"UFC Fight Night: Boetsch vs. Henderson",FALSE,"Decision - Split","Decision","3","05:00:00","L",3108778,"Abreu, Ricardo","BRA","M","W",2988175,"Collier, Jake","USA","M","Heavyweight"
"5/31/14",5,2014,"TUF Brazil Finale: Miocic vs. Maldonado",FALSE,"Submission","Submission","2","01:06:00","W",3108778,"Abreu, Ricardo","BRA","M","L",3108781,"Silva, Wagner","BRA","M","Middleweight"
"3/30/12",3,2012,"EFWC: The Untamed 2",FALSE,"KO/TKO","KO/TKO","1","00:59:00","W",3108778,"Abreu, Ricardo","BRA","M","L",3031552,"Bailey, Jared","ITA","M","Middleweight"
"1/28/17",1,2017,"X-1 45: Live",FALSE,"Submission (Armbar)","Submission","2","01:48:00","L",4581350,"Abreu-Laybon, Micah","BRA","M","W",4581339,"Hao, Scotty","USA","M","Welterweight"
"9/25/04",9,2004,"Juiz de Fora: Fight 1",FALSE,"Split Decision","Decision","3","05:00:00","W",2501245,"Abu, Adriano","PHI","M","L",2335687,"Dos Anjos, Rafael","BRA","M","Welterweight"
"8/2/19",8,2019,"Strike FC 3: Time of Heroes",FALSE,"KO/TKO","KO/TKO","2","04:58:00","L",5099885,"Abubakarov, Ibragim","PHI","M","W",5094692,"Amir, Halil","EGY","M","Welterweight"
"8/26/22",8,2022,"LFA 140: Mota vs. Abuev",TRUE,"KO/TKO","KO/TKO","1","03:14:00","L",4295764,"Abuev, Rizvan","RUS","M","W",4713585,"Mota, Carlos","BRA","M","Flyweight"
"11/24/18",11,2018,"Aleksey Raevskiy Promotion - KPF: Kingdom Professional Fight Selection 2",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4295764,"Abuev, Rizvan","RUS","M","L",4916270,"Maratbek, Argen","BRA","M","Bantamweight"
"10/6/17",10,2017,"FNG: Fight Nights Global 75",FALSE,"KO","KO/TKO","1","04:45:00","L",4295764,"Abuev, Rizvan","RUS","M","W",2976026,"Nam, Tyson","USA","M","Flyweight"
"5/19/16",5,2016,"Tech-Krep FC: N.N. Champions",FALSE,"TKO (Punches)","KO/TKO","3","02:39:00","W",4295764,"Abuev, Rizvan","RUS","M","L",4045133,"Gevorgyan, Karine","ARM","F","Flyweight"
"11/12/22",11,2022,"CW 146: Cage Warriors 146",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",4083014,"Aby, Aaron","WAL","M","W",4878609,"Brcic, Stipe","ENG","M","Flyweight"
"8/13/22",8,2022,"CW 142: Cage Warriors 142",FALSE,"Decision - Unanimous","Decision","3","05:00:00","L",4083014,"Aby, Aaron","WAL","M","W",5082901,"Lupoli, Michelangelo","ITA","M","Flyweight"
"4/2/22",4,2022,"CW 136: Cage Warriors 136",FALSE,"Submission","Submission","3","02:25:00","W",4083014,"Aby, Aaron","WAL","M","L",4690500,"Fanny, Gerardo","AHO","M","Flyweight"
"12/11/21",12,2021,"CW 132: Cage Warriors 132",FALSE,"Decision - Unanimous","Decision","3","05:00:00","W",4083014,"Aby, Aaron","WAL","M","L",4325502,"Faiddine, Samir","FRA","M","Flyweight"
